"","accGenus","PalmTribe","PalmSubfamily","Climbing","Acaulescent","Erect","StemSolitary","StemArmed","LeavesArmed","MaxStemHeight_m","MaxStemDia_cm","UnderstoreyCanopy","Max_Blade_Length_m","AverageFruitLength_cm","AverageFruitWidth_cm","MinFruitWidth_cm","MaxFruitWidth_cm","FruitSizeCategorical","FruitShape","MainFruitColors"
"740","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00"," 15.0","canopy"," 1.670"," 2.6000000"," 1.7500000"," 1.400"," 2.100","small","globose","brown"
"741","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"," 12.00"," 25.0","canopy"," 4.000"," 2.7500000"," 1.8500000"," 1.700"," 2.000","small","ovoid","green"
"742","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00"," 10.0","understorey"," 1.000"," 3.7500000"," 1.7500000"," 1.500"," 2.000","small","ellipsoid","green"
"743","Syagrus","Cocoseae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  2.00"," 12.0","understorey"," 1.200"," 3.4000000"," 2.8500000"," 2.500"," 3.200","small","elongate","brown"
"744","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 20.0","understorey"," 1.690"," 4.2500000"," 2.2500000"," 1.500"," 3.000","large","ovoid","yellow"
"745","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  5.00"," 12.0","understorey"," 1.000"," 2.5000000"," 2.0500000"," 1.600"," 2.500","small","globose","brown"
"746","Syagrus","Cocoseae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.15","  4.0","understorey"," 0.800"," 2.6000000"," 1.9500000"," 1.200"," 2.700","small","ellipsoid","yellow"
"747","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 15.0","canopy"," 4.300"," 4.3500000"," 2.7500000"," 2.500"," 3.000","large","globose","yellow"
"748","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 20.0","canopy"," 4.000"," 7.7500000"," 3.7500000"," 3.000"," 4.500","large","ellipsoid","green"
"749","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  3.00"," 25.0","understorey"," 2.000"," 2.7500000"," 1.7500000"," 1.500"," 2.000","small","globose","green"
"750","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 30.0","canopy"," 3.980"," 5.5000000"," 2.3500000"," 2.100"," 2.600","large","ovoid","green"
"751","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 15.0","canopy"," 3.650"," 3.5000000"," 2.0500000"," 1.900"," 2.200","small","globose","brown"
"752","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  8.00"," 20.0","canopy"," 3.190"," 3.5000000"," 2.3000000"," 2.000"," 2.600","small","ovoid","brown"
"753","Syagrus","Cocoseae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.50"," 13.0","understorey"," 1.200"," 2.5000000"," 1.9000000"," 1.500"," 2.300","small","ellipsoid","green"
"754","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 25.0","canopy"," 2.200"," 6.5000000"," 3.9000000"," 3.800"," 4.000","large","ovoid","yellow"
"755","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 17.00"," 50.0","canopy"," 5.800"," 2.5000000"," 1.5000000"," 1.200"," 1.800","small","ovoid","orange"
"756","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 30.00"," 35.0","canopy"," 4.500"," 3.2500000"," 1.9000000"," 1.500"," 2.300","small","ellipsoid","orange"
"757","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","  4.00"," 15.0","understorey"," 2.800"," 2.7500000"," 2.0000000"," 1.500"," 2.500","small","ellipsoid","red"
"758","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 10.0","canopy"," 3.560"," 6.5000000"," 3.6000000"," 3.000"," 4.200","large","ellipsoid","yellow"
"759","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"," 14.00"," 10.0","canopy"," 4.000"," 4.2500000"," 3.8500000"," 3.700"," 4.000","large","ovoid","green"
"760","Syagrus","Cocoseae","Arecoideae","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","  0.30"," 15.0","understorey"," 3.000"," 3.2500000"," 1.6500000"," 1.500"," 1.800","small","ellipsoid","green"
"761","Syagrus","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00"," 15.0","understorey"," 2.200"," 4.0000000"," 2.7500000"," 2.500"," 3.000","small","ellipsoid","green"
"762","Synechanthus","Chamaedoreeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  3.0","canopy"," 3.600"," 1.7500000"," 1.2000000"," 1.000"," 1.400","small","elongate","red"
"763","Tahina","Chuniophoeniceae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 18.00"," 60.0","canopy"," 2.000"," 3.2500000"," 2.5000000"," 2.300"," 2.700","small","globose","green"
"764","Thrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 11.00"," 20.0","canopy"," 1.400"," 0.9500000"," 0.9500000"," 0.800"," 1.100","small","ovoid","white"
"765","Thrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 13.00"," 15.0","canopy"," 1.000"," 0.7000000"," 0.7000000"," 0.650"," 0.750","small","ovoid","white"
"766","Thrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 12.00"," 13.0","canopy"," 1.360"," 0.7500000"," 0.7500000"," 0.700"," 0.800","small","","white"
"767","Trithrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"," 15.00"," 35.0","canopy"," 1.200"," 1.1000000"," 1.1500000"," 0.800"," 1.500","small","elongate","yellow"
"768","Trithrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","  6.00"," 25.0","canopy"," 1.000"," 0.8000000"," 1.1500000"," 0.800"," 1.500","small","","yellow"
"769","Trithrinax","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","  6.00"," 20.0","canopy"," 1.500"," 1.0500000"," 1.1500000"," 0.800"," 1.500","small","ovoid","white"
"770","Veitchia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 3.000"," 1.5000000"," 0.6000000"," 0.500"," 0.700","small","","multicolor"
"771","Voanioala","Cocoseae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 35.0","canopy"," 6.500"," 7.5000000"," 4.5000000"," 4.000"," 5.000","large","globose","brown"
"772","Welfia","Geonomateae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 6.200"," 3.4700000"," 1.5400000"," 1.080"," 2.000","small","","brown"
"773","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 10.00"," 13.0","canopy"," 5.000"," 2.5000000"," 3.5000000"," 1.500"," 2.000","small","globose","yellow"
"774","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 17.00"," 17.0","canopy"," 3.600"," 2.5000000"," 2.5000000"," 2.200"," 2.500","small","ovoid","green"
"775","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  7.00","  4.0","canopy"," 2.500"," 2.5000000"," 0.7500000"," 0.500"," 1.500","small","ovoid","yellow"
"776","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 5.000"," 4.5000000"," 5.0000000"," 1.500"," 3.500","large","globose","brown"
"777","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 20.00"," 20.0","canopy"," 5.000"," 2.9500000"," 5.0000000"," 2.000"," 3.000","small","ovoid","green"
"778","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 19.00"," 15.0","canopy"," 5.000"," 2.1500000"," 1.7500000"," 1.500"," 2.000","small","ovoid","multicolor"
"779","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","  6.00","  3.0","canopy"," 3.000"," 1.7500000"," 1.2500000"," 1.000"," 1.500","small","globose","multicolor"
"780","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 15.0","canopy"," 6.000"," 3.5000000"," 3.5000000"," 1.500"," 2.000","small","ovoid","brown"
"781","Wettinia","Irarteeae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 20.0","canopy"," 5.500"," 2.7500000"," 2.0000000"," 1.500"," 2.500","small","ovoid","brown"
"782","Wodyetia","Areceae","Arecoideae","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"," 15.00"," 25.0","canopy"," 3.200"," 5.7500000"," 4.3500000"," 2.700"," 6.000","large","globose","red"
"783","Zombia","Cryosophileae","Coryphoideae","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","  3.00"," 10.0","understorey"," 1.200"," 1.7500000"," 1.7500000"," 1.500"," 2.000","small","ovoid","white"
